job_title_salary_rank,company_size,experience_level_encoded,employment_type_encoded,work_year,salary_in_usd,job_title,company_location,experience_level,employment_type,remote_ratio
8,3,2,1,2025,60000,Customer Success Manager,NL,MI,FT,50
7,2,3,1,2025,165000,Engineer,US,SE,FT,0
7,2,3,1,2025,109000,Engineer,US,SE,FT,0
8,2,3,1,2025,294000,Applied Scientist,US,SE,FT,0
8,2,3,1,2025,137600,Applied Scientist,US,SE,FT,0
10,2,1,1,2025,82000,Data Analyst,US,EN,FT,0
10,2,1,1,2025,44000,Data Analyst,US,EN,FT,0
3,3,3,1,2025,149800,Software Development Engineer,US,SE,FT,0
3,3,3,1,2025,89700,Software Development Engineer,US,SE,FT,0
5,2,3,1,2025,200000,Research Scientist,US,SE,FT,0
5,2,3,1,2025,185000,Research Scientist,US,SE,FT,0
6,2,3,1,2025,160000,Data Scientist,US,SE,FT,0
6,2,3,1,2025,130000,Data Scientist,US,SE,FT,0
8,2,3,1,2025,231000,Platform Engineer,US,SE,FT,100
8,2,3,1,2025,172000,Platform Engineer,US,SE,FT,100
8,2,3,1,2025,126000,Computational Biologist,US,SE,FT,0
8,2,3,1,2025,119000,Computational Biologist,US,SE,FT,0
6,1,2,1,2025,200000,AI Data Scientist,US,MI,FT,100
8,1,2,1,2025,300000,Admin & Data Analyst,US,MI,FT,100
6,2,2,1,2025,140000,Data Scientist,US,MI,FT,100
6,2,2,1,2025,120000,Data Scientist,US,MI,FT,100
8,2,2,1,2025,175300,Cloud Engineer,US,MI,FT,0
8,2,2,1,2025,129500,Cloud Engineer,US,MI,FT,0
8,2,3,1,2025,115500,Data Management Specialist,US,SE,FT,0
8,2,3,1,2025,87000,Data Management Specialist,US,SE,FT,0
8,2,3,1,2025,170000,Data Product Owner,US,SE,FT,0
8,2,3,1,2025,110000,Data Product Owner,US,SE,FT,0
5,2,1,1,2025,266000,Research Scientist,US,EN,FT,0
5,2,1,1,2025,177688,Research Scientist,US,EN,FT,0
5,2,1,1,2025,187040,Research Scientist,US,EN,FT,0
5,2,2,1,2025,251000,Research Scientist,US,MI,FT,0
5,2,2,1,2025,177000,Research Scientist,US,MI,FT,0
3,2,3,1,2025,200000,Software Engineer,US,SE,FT,0
3,2,3,1,2025,136000,Software Engineer,US,SE,FT,0
1,2,2,1,2025,264200,Machine Learning Engineer,US,MI,FT,0
1,2,2,1,2025,143100,Machine Learning Engineer,US,MI,FT,0
1,2,3,1,2025,185000,Machine Learning Engineer,US,SE,FT,0
1,2,3,1,2025,165000,Machine Learning Engineer,US,SE,FT,0
3,2,2,1,2025,101265,Software Engineer,GB,MI,FT,0
3,2,2,1,2025,75949,Software Engineer,GB,MI,FT,0
1,2,2,1,2025,251666,Machine Learning Engineer,US,MI,FT,0
1,2,2,1,2025,176166,Machine Learning Engineer,US,MI,FT,0
3,2,3,1,2025,239000,Software Engineer,US,SE,FT,0
3,2,3,1,2025,161000,Software Engineer,US,SE,FT,0
7,2,3,1,2025,223400,Engineer,US,SE,FT,0
7,2,3,1,2025,96800,Engineer,US,SE,FT,0
7,2,3,1,2025,328300,Engineer,US,SE,FT,0
7,2,3,1,2025,192700,Engineer,US,SE,FT,0
5,2,2,1,2025,42000,Associate,US,MI,FT,0
7,2,2,1,2025,175400,Data Engineer,US,MI,FT,0
7,2,2,1,2025,106300,Data Engineer,US,MI,FT,0
7,2,2,1,2025,150700,Engineer,US,MI,FT,0
7,2,2,1,2025,98800,Engineer,US,MI,FT,0
4,2,2,1,2025,238000,Product Manager,US,MI,FT,0
4,2,2,1,2025,171000,Product Manager,US,MI,FT,0
5,2,3,1,2025,293000,Research Scientist,US,SE,FT,0
5,2,3,1,2025,213000,Research Scientist,US,SE,FT,0
8,2,2,1,2025,100000,Data Operations Engineer,US,MI,FT,0
8,2,2,1,2025,80000,Data Operations Engineer,US,MI,FT,0
9,2,2,1,2025,221000,Business Intelligence Engineer,US,MI,FT,0
9,2,2,1,2025,176000,Business Intelligence Engineer,US,MI,FT,0
7,2,2,1,2025,59115,Data Engineer,LT,MI,FT,0
7,2,2,1,2025,39410,Data Engineer,LT,MI,FT,0
5,2,2,1,2025,173000,Research Engineer,US,MI,FT,0
5,2,2,1,2025,117000,Research Engineer,US,MI,FT,0
8,2,3,1,2025,107000,Analytics Engineer,CA,SE,FT,0
8,2,3,1,2025,87000,Analytics Engineer,CA,SE,FT,0
7,2,3,1,2025,281000,Data Engineer,US,SE,FT,0
7,2,3,1,2025,206000,Data Engineer,US,SE,FT,0
7,2,2,1,2025,190000,Data Engineer,US,MI,FT,0
7,2,2,1,2025,150000,Data Engineer,US,MI,FT,0
7,2,3,1,2025,223900,Data Engineer,US,SE,FT,0
7,2,3,1,2025,135700,Data Engineer,US,SE,FT,0
7,2,3,1,2025,167500,Data Engineer,US,SE,FT,0
7,2,3,1,2025,145000,Data Engineer,US,SE,FT,0
5,2,2,1,2025,112500,Research Engineer,US,MI,FT,0
3,2,2,1,2025,208800,Software Engineer,US,MI,FT,0
3,2,2,1,2025,98300,Software Engineer,US,MI,FT,0
3,2,3,1,2025,210000,Software Engineer,US,SE,FT,0
3,2,3,1,2025,144840,Software Engineer,US,SE,FT,0
3,2,2,1,2025,60126,Software Engineer,GB,MI,FT,0
10,2,1,1,2025,145000,Analyst,US,EN,FT,0
10,2,1,1,2025,99000,Analyst,US,EN,FT,0
7,2,2,1,2025,138500,Engineer,US,MI,FT,0
7,2,2,1,2025,115000,Engineer,US,MI,FT,0
8,2,1,1,2025,135000,Actuarial Analyst,US,EN,FT,100
8,2,1,1,2025,56000,Actuarial Analyst,US,EN,FT,100
10,2,1,1,2025,89000,Analyst,US,EN,FT,100
10,2,1,1,2025,47000,Analyst,US,EN,FT,100
4,2,3,1,2025,189000,Manager,US,SE,FT,0
4,2,3,1,2025,108000,Manager,US,SE,FT,0
7,2,2,1,2025,169000,Engineer,US,MI,FT,0
7,2,2,1,2025,118000,Engineer,US,MI,FT,0
3,2,3,1,2025,300000,Software Engineer,US,SE,FT,100
3,2,3,1,2025,270000,Software Engineer,US,SE,FT,100
10,2,2,1,2025,251600,Analyst,GB,MI,FT,0
10,2,2,1,2025,120100,Analyst,GB,MI,FT,0
7,2,3,1,2025,107000,Data Engineer,CA,SE,FT,0
7,2,3,1,2025,87000,Data Engineer,CA,SE,FT,0
2,2,3,1,2025,188100,Architect,US,SE,FT,100
2,2,3,1,2025,114500,Architect,US,SE,FT,100
5,2,3,1,2025,173000,Research Scientist,US,SE,FT,0
5,2,3,1,2025,117000,Research Scientist,US,SE,FT,0
5,2,3,1,2025,251000,Research Scientist,US,SE,FT,0
5,2,3,1,2025,177000,Research Scientist,US,SE,FT,0
3,2,3,1,2025,178100,Software Developer,US,SE,FT,0
3,2,3,1,2025,79000,Software Developer,US,SE,FT,0
8,2,3,1,2025,178100,Member of Technical Staff,US,SE,FT,0
8,2,3,1,2025,79000,Member of Technical Staff,US,SE,FT,0
7,2,3,1,2025,210000,Engineer,US,SE,FT,0
7,2,3,1,2025,144840,Engineer,US,SE,FT,0
4,2,3,1,2025,190000,Product Manager,US,SE,FT,100
4,2,3,1,2025,150000,Product Manager,US,SE,FT,100
8,2,1,1,2025,176150,BI Analyst,US,EN,FT,0
8,2,1,1,2025,112700,BI Analyst,US,EN,FT,0
6,2,3,1,2025,193750,Data Scientist,US,SE,FT,0
6,2,3,1,2025,124000,Data Scientist,US,SE,FT,0
6,2,3,1,2025,258000,Data Scientist,US,SE,FT,0
6,2,3,1,2025,172000,Data Scientist,US,SE,FT,0
6,2,2,1,2025,118273,Data Scientist,US,MI,FT,0
6,2,2,1,2025,87419,Data Scientist,US,MI,FT,0
6,2,3,1,2025,173296,Data Scientist,US,SE,FT,0
6,2,3,1,2025,103978,Data Scientist,US,SE,FT,0
6,2,3,1,2025,115000,Data Scientist,US,SE,FT,0
6,2,3,1,2025,110000,Data Scientist,US,SE,FT,0
6,2,3,1,2025,201783,Data Scientist,US,SE,FT,0
6,2,3,1,2025,146751,Data Scientist,US,SE,FT,0
8,2,2,1,2025,125000,AI Engineer,US,MI,FT,0
8,2,2,1,2025,105000,AI Engineer,US,MI,FT,0
10,2,3,1,2025,142133,Analyst,US,SE,FT,100
10,2,3,1,2025,60643,Analyst,US,SE,FT,100
10,2,3,1,2025,72000,Data Analyst,US,SE,FT,0
10,2,3,1,2025,46000,Data Analyst,US,SE,FT,0
10,2,1,1,2025,98000,Analyst,US,EN,FT,0
10,2,1,1,2025,89000,Analyst,US,EN,FT,0
10,2,1,1,2025,101475,Data Governance Analyst,US,EN,FT,0
10,2,1,1,2025,64575,Data Governance Analyst,US,EN,FT,0
10,2,3,1,2025,234300,Data Governance Analyst,US,SE,FT,0
10,2,3,1,2025,96900,Data Governance Analyst,US,SE,FT,0
4,2,2,1,2025,197280,Manager,CA,MI,FT,0
4,2,2,1,2025,118368,Manager,CA,MI,FT,0
7,2,3,1,2025,227950,Data Engineer,US,SE,FT,0
7,2,3,1,2025,126100,Data Engineer,US,SE,FT,0
7,2,3,1,2025,150200,Data Engineer,US,SE,FT,0
7,2,3,1,2025,138715,Data Engineer,US,SE,FT,0
1,2,2,3,2025,101265,Machine Learning Engineer,GB,MI,CT,0
1,2,2,3,2025,94936,Machine Learning Engineer,GB,MI,CT,0
8,2,2,1,2025,86700,Developer,US,MI,FT,0
8,2,2,1,2025,65025,Developer,US,MI,FT,0
8,2,3,1,2025,180000,DevOps Engineer,US,SE,FT,0
8,2,3,1,2025,137510,DevOps Engineer,US,SE,FT,0
4,2,2,1,2025,188500,Manager,US,MI,FT,0
4,2,2,1,2025,138715,Manager,US,MI,FT,0
8,2,3,1,2025,190000,Platform Engineer,US,SE,FT,0
8,2,3,1,2025,119574,Platform Engineer,US,SE,FT,0
7,2,3,1,2025,102848,Engineer,GB,SE,FT,100
7,2,3,1,2025,79113,Engineer,GB,SE,FT,100
8,2,3,1,2025,190000,DevOps Engineer,US,SE,FT,0
8,2,2,1,2025,155000,Platform Engineer,US,MI,FT,0
8,2,2,1,2025,107957,Platform Engineer,US,MI,FT,0
9,2,1,1,2025,120000,Business Intelligence Analyst,US,EN,FT,0
9,2,1,1,2025,90000,Business Intelligence Analyst,US,EN,FT,0
7,2,3,1,2025,189175,Engineer,US,SE,FT,0
7,2,3,1,2025,104650,Engineer,US,SE,FT,0
7,2,2,1,2025,115100,Engineer,US,MI,FT,100
7,2,2,1,2025,61800,Engineer,US,MI,FT,100
7,2,2,1,2025,167575,Engineer,US,MI,FT,100
7,2,2,1,2025,111717,Engineer,US,MI,FT,100
7,2,1,1,2025,70000,Engineer,US,EN,FT,0
7,2,1,1,2025,54600,Engineer,US,EN,FT,0
8,2,1,1,2025,50000,Site Reliability Engineer,US,EN,FT,0
8,2,1,1,2025,40000,Site Reliability Engineer,US,EN,FT,0
10,2,3,1,2025,120000,Analyst,US,SE,FT,100
10,2,3,1,2025,96000,Analyst,US,SE,FT,100
7,2,3,1,2025,181500,Engineer,US,SE,FT,0
7,2,3,1,2025,139600,Engineer,US,SE,FT,0
8,2,1,1,2025,99875,Computational Scientist,US,EN,FT,0
8,2,1,1,2025,55250,Computational Scientist,US,EN,FT,0
7,2,3,1,2025,82600,Engineer,US,SE,FT,0
10,2,3,1,2025,149400,Data Management Analyst,US,SE,FT,0
10,2,3,1,2025,84000,Data Management Analyst,US,SE,FT,0
8,2,1,1,2025,138000,Data and Reporting Analyst,US,EN,FT,0
8,2,1,1,2025,86000,Data and Reporting Analyst,US,EN,FT,0
2,2,3,1,2025,178200,Solution Architect,US,SE,FT,0
2,2,3,1,2025,129600,Solution Architect,US,SE,FT,0
7,2,3,3,2025,98000,Data Engineer,US,SE,CT,100
7,2,3,3,2025,88000,Data Engineer,US,SE,CT,100
7,2,3,1,2025,186754,Data Engineer,US,SE,FT,0
7,2,3,1,2025,101000,Data Engineer,US,SE,FT,0
7,2,3,1,2025,149400,Data Engineer,US,SE,FT,0
7,2,3,1,2025,84000,Data Engineer,US,SE,FT,0
7,2,3,1,2025,167471,Data Engineer,US,SE,FT,100
7,2,2,1,2025,149183,Data Engineer,US,MI,FT,100
7,2,2,1,2025,108497,Data Engineer,US,MI,FT,100
5,2,3,1,2025,128000,Research Scientist,US,SE,FT,0
5,2,3,1,2025,80000,Research Scientist,US,SE,FT,0
8,2,1,1,2025,70000,Data Reporting Analyst,US,EN,FT,0
8,2,1,1,2025,56000,Data Reporting Analyst,US,EN,FT,0
2,2,3,1,2025,207000,Data Architect,US,SE,FT,0
2,2,3,1,2025,122400,Data Architect,US,SE,FT,0
5,2,1,1,2025,75774,Associate,US,EN,FT,0
5,2,1,1,2025,62645,Associate,US,EN,FT,0
10,2,3,1,2025,123075,Data Analyst,US,SE,FT,100
10,2,3,1,2025,86155,Data Analyst,US,SE,FT,100
6,2,2,1,2025,161866,Data Scientist,US,MI,FT,0
6,2,2,1,2025,102419,Data Scientist,US,MI,FT,0
6,2,3,1,2025,180000,Data Scientist,US,SE,FT,100
6,2,3,1,2025,155000,Data Scientist,US,SE,FT,100
4,2,3,1,2025,200000,Manager,ES,SE,FT,0
4,2,3,1,2025,130000,Manager,ES,SE,FT,0
3,2,2,1,2025,128000,Software Engineer,DE,MI,FT,0
3,2,2,1,2025,80000,Software Engineer,DE,MI,FT,0
2,2,3,1,2025,200143,Solutions Architect,US,SE,FT,0
2,2,3,1,2025,150143,Solutions Architect,US,SE,FT,0
3,2,2,1,2025,156000,Software Engineer,US,MI,FT,0
3,2,2,1,2025,97000,Software Engineer,US,MI,FT,0
7,2,3,1,2025,215900,Data Engineer,US,SE,FT,0
7,2,3,1,2025,112500,Data Engineer,US,SE,FT,0
5,2,1,1,2025,141450,Associate,US,EN,FT,0
5,2,1,1,2025,70550,Associate,US,EN,FT,0
7,2,3,1,2025,257600,Engineer,US,SE,FT,0
7,2,3,1,2025,126650,Engineer,US,SE,FT,0
8,2,3,1,2025,180000,AI Engineer,US,SE,FT,0
8,2,3,1,2025,170000,AI Engineer,US,SE,FT,0
5,2,2,1,2025,120000,Associate,US,MI,FT,0
5,2,2,1,2025,88500,Associate,US,MI,FT,0
4,2,3,1,2025,225000,Manager,US,SE,FT,0
4,2,3,1,2025,180000,Manager,US,SE,FT,0
6,2,3,1,2025,194000,Data Scientist,US,SE,FT,100
6,2,3,1,2025,141100,Data Scientist,US,SE,FT,100
6,2,3,1,2025,75000,Data Scientist,US,SE,FT,100
4,2,2,1,2025,100000,Data Manager,US,MI,FT,0
4,2,2,1,2025,75000,Data Manager,US,MI,FT,0
8,2,2,1,2025,140000,Data Reporter,US,MI,FT,0
8,2,2,1,2025,120000,Data Reporter,US,MI,FT,0
8,2,4,1,2025,256000,Data Governance,US,EX,FT,0
8,2,4,1,2025,220000,Data Governance,US,EX,FT,0
9,2,3,1,2025,124800,Business Intelligence Analyst,US,SE,FT,0
9,2,3,1,2025,76128,Business Intelligence Analyst,US,SE,FT,0
9,2,2,1,2025,130000,Business Intelligence Developer,US,MI,FT,0
9,2,2,1,2025,110000,Business Intelligence Developer,US,MI,FT,0
2,2,3,2,2025,160000,Data Architect,US,SE,PT,100
2,2,3,2,2025,140000,Data Architect,US,SE,PT,100
10,2,3,1,2025,140000,Data Analyst,US,SE,FT,0
10,2,3,1,2025,120000,Data Analyst,US,SE,FT,0
4,2,3,1,2025,115000,Manager,US,SE,FT,0
4,2,3,1,2025,95000,Manager,US,SE,FT,0
7,2,1,1,2025,90000,Engineer,US,EN,FT,0
7,2,1,1,2025,43200,Engineer,US,EN,FT,0
7,2,3,1,2025,272000,Engineer,US,SE,FT,100
8,2,3,1,2025,147000,Solutions Engineer,US,SE,FT,100
8,2,3,1,2025,106900,Solutions Engineer,US,SE,FT,100
7,2,2,1,2025,212750,Engineer,US,MI,FT,0
7,2,2,1,2025,108000,Engineer,US,MI,FT,0
3,2,3,1,2025,192300,Software Engineer,US,SE,FT,0
3,2,3,1,2025,130900,Software Engineer,US,SE,FT,0
8,2,2,1,2025,62128,Database Administrator,US,MI,FT,0
10,2,1,1,2025,90000,Analyst,US,EN,FT,0
10,2,1,1,2025,43200,Analyst,US,EN,FT,0
7,2,2,1,2025,145800,Engineer,US,MI,FT,0
7,2,2,1,2025,83300,Engineer,US,MI,FT,0
10,2,1,1,2025,105000,Analyst,US,EN,FT,0
10,2,1,1,2025,85000,Analyst,US,EN,FT,0
8,2,2,1,2025,105000,Consultant,US,MI,FT,0
8,2,2,1,2025,72300,Consultant,US,MI,FT,0
10,2,1,1,2025,140000,Product Analyst,US,EN,FT,100
10,2,1,1,2025,130000,Product Analyst,US,EN,FT,100
6,2,2,1,2025,147900,Data Scientist,US,MI,FT,0
6,2,2,1,2025,72200,Data Scientist,US,MI,FT,0
10,2,3,1,2025,101500,Data Analyst,CA,SE,FT,0
10,2,3,1,2025,54500,Data Analyst,CA,SE,FT,0
10,2,2,1,2025,105000,Data Analyst,US,MI,FT,0
10,2,2,1,2025,72300,Data Analyst,US,MI,FT,0
10,2,3,1,2025,220300,Data Analyst,US,SE,FT,0
10,2,3,1,2025,175500,Data Analyst,US,SE,FT,0
4,2,2,1,2025,180800,Manager,US,MI,FT,0
4,2,2,1,2025,144000,Manager,US,MI,FT,0
4,2,2,1,2025,164400,Manager,US,MI,FT,0
10,2,3,1,2025,104000,Data Analyst,US,SE,FT,0
10,2,3,1,2025,56000,Data Analyst,US,SE,FT,0
5,2,3,1,2025,124400,Associate,US,SE,FT,0
5,2,3,1,2025,99100,Associate,US,SE,FT,0
4,2,2,1,2025,197200,Manager,US,MI,FT,0
4,2,2,1,2025,158400,Manager,US,MI,FT,0
3,2,3,1,2025,257200,Software Engineer,US,SE,FT,0
3,2,3,1,2025,204900,Software Engineer,US,SE,FT,0
4,2,2,1,2025,111000,Data Manager,US,MI,FT,0
4,2,2,1,2025,54200,Data Manager,US,MI,FT,0
7,2,3,1,2025,233800,Data Engineer,US,SE,FT,0
7,2,3,1,2025,204900,Data Engineer,US,SE,FT,0
7,2,3,1,2025,220700,Data Engineer,US,SE,FT,0
7,2,3,1,2025,175800,Data Engineer,US,SE,FT,0
7,2,3,1,2025,231000,Data Engineer,US,SE,FT,100
7,2,3,1,2025,147000,Data Engineer,US,SE,FT,100
7,2,3,1,2025,197400,Data Engineer,US,SE,FT,0
7,2,3,1,2025,144200,Data Engineer,US,SE,FT,0
7,2,3,1,2025,226900,Data Engineer,US,SE,FT,0
7,2,3,1,2025,117300,Data Engineer,US,SE,FT,0
7,2,2,1,2025,217500,Data Engineer,US,MI,FT,0
7,2,2,1,2025,147000,Data Engineer,US,MI,FT,0
7,2,3,1,2025,181000,Data Engineer,US,SE,FT,0
7,2,3,1,2025,164600,Data Engineer,US,SE,FT,0
7,2,4,1,2025,273800,Engineer,US,EX,FT,0
7,2,4,1,2025,239900,Engineer,US,EX,FT,0
7,2,2,1,2025,128600,Engineer,US,MI,FT,0
7,2,2,1,2025,62800,Engineer,US,MI,FT,0
3,2,3,1,2025,181000,Software Engineer,US,SE,FT,0
3,2,3,1,2025,144200,Software Engineer,US,SE,FT,0
3,2,3,1,2025,197400,Software Engineer,US,SE,FT,0
10,2,2,1,2025,80000,Analyst,US,MI,FT,0
10,2,2,1,2025,75000,Analyst,US,MI,FT,0
4,2,3,1,2025,190900,Manager,US,SE,FT,0
4,2,3,1,2025,127200,Manager,US,SE,FT,0
6,2,2,1,2025,172000,Data Scientist,US,MI,FT,0
6,2,2,1,2025,75600,Data Scientist,US,MI,FT,0
10,2,1,1,2025,193000,Analyst,US,EN,FT,0
10,2,1,1,2025,84600,Analyst,US,EN,FT,0
7,2,2,1,2025,301200,Engineer,US,MI,FT,0
7,2,2,1,2025,239900,Engineer,US,MI,FT,0
3,2,3,1,2025,280600,Software Engineer,US,SE,FT,0
10,2,3,1,2025,157700,Data Analyst,US,SE,FT,0
10,2,3,1,2025,92800,Data Analyst,US,SE,FT,0
10,2,1,1,2025,91600,Data Analyst,US,EN,FT,0
10,2,1,1,2025,61000,Data Analyst,US,EN,FT,0
7,2,3,1,2025,158000,Data Engineer,US,SE,FT,0
7,2,3,1,2025,105400,Data Engineer,US,SE,FT,0
8,2,4,1,2025,314960,Data Governance,US,EX,FT,0
8,2,4,1,2025,164780,Data Governance,US,EX,FT,0
10,2,1,1,2025,100000,Data Governance Analyst,US,EN,FT,0
10,2,1,1,2025,70000,Data Governance Analyst,US,EN,FT,0
6,2,3,1,2025,216400,Data Scientist,US,SE,FT,0
6,2,3,1,2025,144200,Data Scientist,US,SE,FT,0
8,2,2,1,2025,22736,Data Specialist,LV,MI,FT,0
10,2,1,1,2025,94300,Analyst,CA,EN,FT,0
10,2,1,1,2025,62900,Analyst,CA,EN,FT,0
8,2,2,1,2025,71428,Developer,CA,MI,FT,0
8,2,2,1,2025,67857,Developer,CA,MI,FT,0
8,2,3,1,2025,71428,Developer,CA,SE,FT,0
8,2,3,1,2025,67857,Developer,CA,SE,FT,0
8,2,3,1,2025,193000,Cloud Engineer,US,SE,FT,0
8,2,3,1,2025,84600,Cloud Engineer,US,SE,FT,0
8,2,3,1,2025,200000,Quantitative Developer,US,SE,FT,0
8,2,3,1,2025,100000,Quantitative Developer,US,SE,FT,0
3,2,2,1,2025,193000,Software Engineer,US,MI,FT,0
3,2,2,1,2025,84600,Software Engineer,US,MI,FT,0
6,2,3,1,2025,216000,Data Scientist,US,SE,FT,0
6,2,3,1,2025,129900,Data Scientist,US,SE,FT,0
10,2,2,1,2025,84100,Data Analyst,US,MI,FT,0
10,2,2,1,2025,40500,Data Analyst,US,MI,FT,0
7,2,2,1,2025,132700,Engineer,US,MI,FT,100
7,2,2,1,2025,73800,Engineer,US,MI,FT,100
1,2,3,1,2025,310000,Machine Learning Engineer,US,SE,FT,100
1,2,3,1,2025,240000,Machine Learning Engineer,US,SE,FT,100
1,2,3,1,2025,205000,Machine Learning Engineer,US,SE,FT,100
8,2,2,1,2025,140000,Site Reliability Engineer,US,MI,FT,100
8,2,2,1,2025,100000,Site Reliability Engineer,US,MI,FT,100
10,2,3,1,2025,144900,Analyst,US,SE,FT,0
10,2,3,1,2025,115900,Analyst,US,SE,FT,0
3,2,3,1,2025,240000,Software Engineer,US,SE,FT,0
3,2,3,1,2025,144000,Software Engineer,US,SE,FT,0
7,2,3,1,2025,195000,Data Engineer,US,SE,FT,100
7,2,3,1,2025,120000,Data Engineer,US,SE,FT,100
7,2,3,1,2025,171800,Data Engineer,US,SE,FT,0
7,2,3,1,2025,96600,Data Engineer,US,SE,FT,0
8,2,3,1,2025,180000,Data and Reporting Analyst,US,SE,FT,0
8,2,3,1,2025,80000,Data and Reporting Analyst,US,SE,FT,0
1,2,3,1,2025,211536,Machine Learning Engineer,US,SE,FT,0
6,2,1,1,2025,122200,Data Scientist,US,EN,FT,100
6,2,1,1,2025,67600,Data Scientist,US,EN,FT,100
7,2,3,1,2025,186200,Engineer,US,SE,FT,0
7,2,3,1,2025,138900,Engineer,US,SE,FT,0
8,2,2,1,2025,137860,DevOps Engineer,US,MI,FT,100
8,2,2,1,2025,81094,DevOps Engineer,US,MI,FT,100
7,2,2,1,2025,150200,Data Engineer,US,MI,FT,0
7,2,2,1,2025,96741,Data Engineer,US,MI,FT,0
7,2,2,1,2025,179000,Data Engineer,US,MI,FT,0
7,2,2,1,2025,112000,Data Engineer,US,MI,FT,0
8,2,2,1,2025,65000,Data Specialist,US,MI,FT,0
8,2,2,1,2025,55000,Data Specialist,US,MI,FT,0
5,2,2,1,2025,150000,Associate,US,MI,FT,0
4,2,2,1,2025,118700,Manager,US,MI,FT,100
4,2,2,1,2025,86300,Manager,US,MI,FT,100
10,2,1,1,2025,141000,Data Analyst,US,EN,FT,0
10,2,1,1,2025,74000,Data Analyst,US,EN,FT,0
9,2,1,1,2025,75000,Business Intelligence Developer,US,EN,FT,100
9,2,1,1,2025,63000,Business Intelligence Developer,US,EN,FT,100
6,2,3,1,2025,180000,Data Scientist,US,SE,FT,0
6,2,3,1,2025,135000,Data Scientist,US,SE,FT,0
5,2,1,2,2025,55000,Research Assistant,CA,EN,PT,0
5,2,1,2,2025,34700,Research Assistant,CA,EN,PT,0
7,2,3,1,2025,195500,Engineer,US,SE,FT,0
7,2,3,1,2025,161158,Engineer,US,SE,FT,0
3,2,1,1,2025,50000,Software Engineer,US,EN,FT,0
3,2,1,1,2025,40000,Software Engineer,US,EN,FT,0
2,2,3,1,2025,306280,Solutions Architect,US,SE,FT,0
2,2,3,1,2025,153140,Solutions Architect,US,SE,FT,0
10,2,3,1,2025,87000,Analyst,US,SE,FT,0
10,2,3,1,2025,69600,Analyst,US,SE,FT,0
8,2,3,1,2025,130000,BI Developer,CA,SE,FT,100
8,2,3,1,2025,110500,BI Developer,CA,SE,FT,100
7,2,2,1,2025,160850,Data Engineer,US,MI,FT,0
7,2,2,1,2025,95379,Data Engineer,US,MI,FT,0
8,2,4,1,2025,162000,Quantitative Researcher,US,EX,FT,0
8,2,4,1,2025,145000,Quantitative Researcher,US,EX,FT,0
3,2,3,1,2025,211180,Software Engineer,US,SE,FT,100
3,2,3,1,2025,127890,Software Engineer,US,SE,FT,100
8,2,3,1,2025,189240,DevOps Engineer,US,SE,FT,0
8,2,3,1,2025,126160,DevOps Engineer,US,SE,FT,0
4,2,2,1,2025,130000,Manager,US,MI,FT,0
4,2,2,1,2025,70000,Manager,US,MI,FT,0
2,2,3,1,2025,142025,Architect,US,SE,FT,0
2,2,3,1,2025,88675,Architect,US,SE,FT,0
10,2,1,1,2025,150000,Analyst,US,EN,FT,0
10,2,1,1,2025,100000,Analyst,US,EN,FT,0
7,2,3,1,2025,175900,Engineer,US,SE,FT,0
7,2,3,1,2025,117300,Engineer,US,SE,FT,0
7,2,2,1,2025,215600,Data Engineer,US,MI,FT,0
7,2,2,1,2025,203000,Data Engineer,US,MI,FT,0
7,2,2,1,2025,123000,Data Engineer,US,MI,FT,0
7,2,4,1,2025,223900,Data Engineer,US,EX,FT,0
7,2,4,1,2025,135700,Data Engineer,US,EX,FT,0
6,2,1,1,2025,124800,Data Scientist,US,EN,FT,0
6,2,1,1,2025,76128,Data Scientist,US,EN,FT,0
10,2,1,1,2025,137000,Data Analyst,US,EN,FT,0
10,2,1,1,2025,60400,Data Analyst,US,EN,FT,0
10,2,2,1,2025,100000,Data Analyst,US,MI,FT,0
10,2,2,1,2025,80000,Data Analyst,US,MI,FT,0
8,2,3,1,2025,215000,DevOps Engineer,US,SE,FT,100
8,2,3,1,2025,135000,DevOps Engineer,US,SE,FT,100
4,2,2,1,2025,95000,Data Manager,US,MI,FT,100
4,2,2,1,2025,55000,Data Manager,US,MI,FT,100
4,2,3,1,2025,212500,Manager,US,SE,FT,0
4,2,3,1,2025,145000,Manager,US,SE,FT,0
8,2,2,1,2025,153400,Consultant,US,MI,FT,0
10,2,2,1,2025,160000,Analyst,US,MI,FT,0
5,2,2,1,2025,226500,Associate,US,MI,FT,0
5,2,2,1,2025,160000,Associate,US,MI,FT,0
4,2,4,1,2025,265080,Manager,US,EX,FT,0
4,2,4,1,2025,176720,Manager,US,EX,FT,0
10,2,3,1,2025,170760,Analyst,US,SE,FT,0
10,2,3,1,2025,113840,Analyst,US,SE,FT,0
8,2,3,1,2025,197400,AI Engineer,US,SE,FT,0
8,2,3,1,2025,144200,AI Engineer,US,SE,FT,0
10,2,3,1,2025,126582,Data Analyst,GB,SE,FT,0
10,2,3,1,2025,94936,Data Analyst,GB,SE,FT,0
9,3,3,1,2025,202800,Business Intelligence Engineer,US,SE,FT,0
9,3,3,1,2025,117300,Business Intelligence Engineer,US,SE,FT,0
1,2,3,1,2025,164500,Machine Learning Engineer,US,SE,FT,0
1,2,3,1,2025,116500,Machine Learning Engineer,US,SE,FT,0
1,2,3,1,2025,225300,Machine Learning Engineer,US,SE,FT,0
